timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/08/20 15:07:03.587, 0, NVIDIA L40S, 17601 MiB, 46068 MiB, 0 %
2026/08/20 15:07:03.587, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:03.588, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:04.588, 0, NVIDIA L40S, 17601 MiB, 46068 MiB, 0 %
2026/08/20 15:07:04.588, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:04.588, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:05.589, 0, NVIDIA L40S, 17601 MiB, 46068 MiB, 0 %
2026/08/20 15:07:05.589, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:05.589, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:07:06.589, 0, NVIDIA L40S, 17601 MiB, 46068 MiB, 0 %
