timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/08/20 15:01:32.675, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 90 %
2026/08/20 15:01:32.675, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:32.675, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:33.675, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 94 %
2026/08/20 15:01:33.675, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:33.676, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:34.676, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 86 %
2026/08/20 15:01:34.676, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:34.676, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:35.677, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 89 %
2026/08/20 15:01:35.677, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:35.677, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:36.677, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 96 %
2026/08/20 15:01:36.677, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:36.677, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:37.678, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 96 %
2026/08/20 15:01:37.678, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:37.678, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:38.678, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 90 %
2026/08/20 15:01:38.679, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:38.679, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:39.679, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 87 %
2026/08/20 15:01:39.679, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:39.679, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:40.679, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 95 %
2026/08/20 15:01:40.679, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:40.679, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:41.680, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 83 %
2026/08/20 15:01:41.680, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:41.680, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:42.680, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 79 %
2026/08/20 15:01:42.680, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:42.680, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:43.681, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 87 %
2026/08/20 15:01:43.681, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:43.681, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:44.681, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 83 %
2026/08/20 15:01:44.682, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:44.682, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:45.682, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 81 %
2026/08/20 15:01:45.682, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:45.682, 2, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
2026/08/20 15:01:46.682, 0, NVIDIA L40S, 19987 MiB, 46068 MiB, 75 %
2026/08/20 15:01:46.683, 1, NVIDIA L40S, 42639 MiB, 46068 MiB, 0 %
